latitude,longitude,calculated_host_listings_count,availability_365,neighbourhood,host_id
40.7617,-73.99762,121.0,365.0,95.0,30283594
40.58438,-73.95564,1.0,341.0,175.0,177031514
40.63573,-74.00552,7.0,350.0,20.0,62533391
40.74286,-73.89163,2.0,295.0,220.0,46979077
40.79663,-73.94893,1.0,0.0,61.0,20353296
40.71258,-73.94307,1.0,16.0,214.0,153754513
40.58634,-73.81867,2.0,134.0,168.0,10910171
40.77305,-73.96283,1.0,0.0,201.0,290317
40.68535,-73.96736,1.0,0.0,41.0,226471554
40.64189,-73.96066,1.0,69.0,74.0,107675
40.66045,-73.89873,2.0,33.0,63.0,2520125
40.85911,-73.93087,1.0,29.0,206.0,55040763
40.69499,-73.94822,3.0,63.0,13.0,96479013
40.68457,-73.9262,2.0,0.0,13.0,10676792
40.69633,-73.93369,2.0,0.0,28.0,15147054
40.72131,-73.99487,1.0,0.0,145.0,458021
40.74612,-73.9796,1.0,78.0,112.0,272747109
40.71457,-73.9958,3.0,91.0,35.0,33867639
40.75562,-73.99539,47.0,351.0,95.0,190921808
40.71002,-73.96114,3.0,342.0,214.0,108160091
40.7528,-73.97092,1.0,118.0,127.0,253978780
40.71813,-73.95981,1.0,147.0,214.0,6263282
40.82914,-73.94736,2.0,125.0,94.0,102383709
40.73898,-73.98233,1.0,0.0,112.0,17265086
40.6612,-73.98568,1.0,0.0,182.0,39177865
40.72493,-74.00307,1.0,44.0,178.0,1408973
40.70618,-73.91689,1.0,6.0,28.0,1116256
40.7045,-73.94357,1.0,40.0,214.0,15488551
40.69617,-73.97456,2.0,72.0,80.0,40529301
40.7385,-74.00378,1.0,0.0,209.0,23500650
40.68753,-73.93656,1.0,0.0,13.0,17015217
40.77975,-73.94977,1.0,319.0,201.0,3130534
40.70088,-73.91836,2.0,0.0,28.0,11975404
40.81033,-73.94286,1.0,159.0,94.0,203277214
40.65862,-73.95808,1.0,0.0,159.0,58631330
40.71624,-73.99995,1.0,6.0,35.0,11320557
40.80244,-73.96592,2.0,363.0,202.0,161061302
40.6585,-73.98397,1.0,272.0,216.0,277394
40.84103,-73.94063,34.0,311.0,206.0,25237492
40.65329,-73.92756,1.0,179.0,60.0,68927337
40.76142,-73.99431,1.0,5.0,95.0,187544628
40.64644,-73.9756,1.0,0.0,108.0,11371357
40.6999,-73.92417,1.0,31.0,28.0,10430261
40.69971,-73.93729,1.0,19.0,28.0,3919533
40.82692,-73.92183,1.0,174.0,48.0,67130668
40.62398,-74.02786,2.0,179.0,7.0,25311373
40.81165,-73.95639,1.0,0.0,130.0,3858150
40.75224,-73.99487,1.0,27.0,34.0,8998805
40.7952,-73.9624,1.0,246.0,202.0,1490833
40.84411,-73.93764,1.0,0.0,206.0,9828418
40.75462,-73.88284,1.0,288.0,104.0,22308430
40.76269,-73.99364,20.0,272.0,95.0,48146336
40.80407,-73.95762,1.0,0.0,94.0,17065519
40.7754,-73.95236,1.0,0.0,201.0,62641421
40.70617,-73.93761,3.0,75.0,214.0,5556571
40.68592,-73.92695,2.0,155.0,13.0,76451668
40.73243,-74.00333,1.0,52.0,209.0,269055881
40.77371,-73.91689,1.0,88.0,54.0,16015663
40.71571,-73.98699,1.0,0.0,119.0,37580284
40.81515,-73.9421,1.0,0.0,94.0,67609111
40.68764,-73.91445,1.0,48.0,28.0,200697707
40.7494,-73.9784,1.0,135.0,137.0,2279174
40.64138,-73.91488,4.0,347.0,30.0,121612198
40.82042,-73.95256,2.0,0.0,94.0,42741722
40.72206,-73.99497,1.0,0.0,145.0,40321516
40.76115,-73.99823,18.0,146.0,95.0,95459395
40.68885,-73.95296,1.0,0.0,13.0,11322502
40.62914,-73.9575,1.0,0.0,128.0,117711581
40.71639,-73.85799,2.0,19.0,163.0,57128179
40.76471,-73.95819,2.0,0.0,201.0,62172448
40.79072,-73.97252,1.0,0.0,202.0,4628519
40.63609,-73.96687,1.0,0.0,74.0,7756888
40.70043,-73.92266,1.0,0.0,28.0,743732
40.71174,-73.94353,1.0,0.0,214.0,24508767
40.77747,-73.95193,33.0,299.0,201.0,113805886
40.81942,-73.95796,1.0,0.0,94.0,126161542
40.70605,-73.90374,1.0,272.0,166.0,219099148
40.72439,-73.97767,1.0,0.0,64.0,1228080
40.66524,-73.73283,3.0,356.0,171.0,133810925
40.78668,-73.94247,1.0,0.0,61.0,25959120
40.62918,-73.96348,1.0,0.0,74.0,5642757
40.63462,-73.95572,1.0,160.0,74.0,220945034
40.715,-73.95018,1.0,0.0,214.0,11722846
40.77002,-73.92332,9.0,363.0,4.0,45416627
40.69542,-73.93258,3.0,4.0,28.0,1903737
40.82916,-73.9498,1.0,0.0,94.0,13615300
40.69016,-73.99311,1.0,0.0,25.0,26814623
40.75825,-73.98982,1.0,341.0,95.0,109040481
40.76015,-73.98497,1.0,301.0,191.0,240460735
40.82231,-73.91696,1.0,254.0,124.0,267744284
40.76812,-73.95403,2.0,258.0,201.0,20761853
40.80622,-73.93875,1.0,3.0,61.0,15020878
40.68036,-73.99247,1.0,5.0,31.0,127250744
40.67863,-73.95859,1.0,0.0,51.0,24079691
40.75375,-73.90037,5.0,125.0,220.0,158407820
40.7626,-73.96031,1.0,93.0,201.0,72218656
40.80046,-73.96598,1.0,0.0,202.0,87951927
40.71791,-73.94242,1.0,0.0,214.0,78870889
40.72801,-73.98336,1.0,0.0,64.0,651770
40.6971,-73.97316,1.0,0.0,80.0,137130915
40.70719,-73.89632,1.0,332.0,166.0,3425965
40.80154,-73.96106,1.0,320.0,202.0,198836713
40.71612,-74.01054,1.0,363.0,197.0,189369825
40.72547,-74.0021,1.0,187.0,178.0,163458740
40.72173,-73.94768,4.0,301.0,91.0,89031106
40.7068,-74.01775,7.0,339.0,6.0,260609528
40.67817,-74.00991,1.0,3.0,162.0,39038649
40.71688,-73.94584,1.0,223.0,214.0,10123248
40.74164,-73.98275,1.0,242.0,112.0,39241960
40.67793,-73.99531,5.0,365.0,31.0,40611169
40.72485,-73.94582,1.0,0.0,91.0,2128192
40.65682,-73.95875,2.0,0.0,159.0,41911368
40.71901,-73.96303,1.0,0.0,214.0,22591930
40.73413,-73.95835,1.0,0.0,91.0,2432924
40.769,-73.9541,1.0,0.0,201.0,46234202
40.81818,-73.93905,1.0,0.0,94.0,60812510
40.71028,-73.96128,2.0,365.0,214.0,1315849
40.76545,-73.98156,121.0,351.0,127.0,30283594
40.77594,-73.90799,1.0,35.0,54.0,3369352
40.7785,-73.91693,2.0,0.0,54.0,18192996
40.83735,-73.94351,1.0,66.0,206.0,7721149
40.74032,-74.00265,1.0,0.0,34.0,77365697
40.71846,-73.9616,4.0,177.0,214.0,11844979
40.72646,-73.95341,1.0,15.0,91.0,340692
40.7441,-73.92153,1.0,169.0,189.0,131379802
40.71122,-73.95922,1.0,0.0,214.0,25161779
40.83668,-73.94476,1.0,0.0,206.0,75385686
40.68785,-73.99181,1.0,0.0,43.0,2009585
40.7121,-73.96156,3.0,0.0,214.0,13406954
40.74457,-73.9194,1.0,0.0,189.0,758152
40.89753,-73.87359,1.0,0.0,218.0,62330502
40.71435,-73.95073,1.0,0.0,214.0,4048448
40.76181,-73.98757,1.0,0.0,95.0,7580514
40.69527,-73.9365,1.0,64.0,13.0,103129069
40.70666,-73.96526,1.0,0.0,214.0,551139
40.71086,-74.00721,1.0,158.0,73.0,6573459
40.65531,-73.96161,1.0,6.0,159.0,84548731
40.64372,-73.95969,1.0,0.0,74.0,14905237
40.72354,-73.99333,8.0,0.0,145.0,51913826
40.68057,-73.95249,1.0,1.0,13.0,26555925
40.80403,-73.95615,1.0,0.0,94.0,3780975
40.72791,-73.98929,1.0,0.0,64.0,95786
40.73004,-74.00128,1.0,7.0,92.0,147186603
40.72044,-73.9998,1.0,2.0,178.0,162575767
40.67203,-73.76711,2.0,179.0,105.0,39476034
40.65854,-73.962,1.0,0.0,159.0,4426154
40.75249,-73.9689,1.0,5.0,127.0,4481028
40.82887,-73.9487,1.0,0.0,94.0,95740953
40.72429,-73.98784,1.0,173.0,64.0,20481502
40.68874,-73.95684,1.0,0.0,13.0,5454042
40.72833,-73.94781,1.0,0.0,91.0,834483
40.77811,-73.91065,2.0,31.0,54.0,2350326
40.59087,-73.97275,6.0,313.0,89.0,261338177
40.68843,-73.96239,1.0,314.0,41.0,6901734
40.74138,-73.98168,3.0,37.0,112.0,25059364
40.71248,-73.96379,1.0,0.0,214.0,24982391
40.67283,-73.87785,2.0,365.0,63.0,44547688
40.71883,-73.99716,1.0,0.0,115.0,16266298
40.76269,-73.98928,1.0,29.0,95.0,2534058
40.68664,-73.92318,3.0,288.0,13.0,21091779
40.67295,-73.95646,1.0,0.0,51.0,75819473
40.72185,-73.98237,2.0,0.0,64.0,21010752
40.72149,-73.99815,1.0,0.0,178.0,10367443
40.74043,-73.99277,1.0,362.0,75.0,198691406
40.70623,-74.0051,1.0,72.0,73.0,40548594
40.74754,-73.99036,4.0,29.0,34.0,3660702
40.76767,-73.9558,1.0,0.0,201.0,14271995
40.63524,-73.96602,1.0,47.0,74.0,10346273
40.72191,-73.78207,2.0,0.0,106.0,46502890
40.71164,-73.95173,4.0,3.0,214.0,1104166
40.64608,-73.94738,2.0,35.0,60.0,105248014
40.75987,-73.99008,1.0,4.0,95.0,88884610
40.72674,-73.9782,1.0,359.0,64.0,731904
40.70166,-73.92673,1.0,0.0,28.0,19785181
40.72999,-73.98764,1.0,0.0,64.0,24878584
40.75666,-73.91449,2.0,352.0,4.0,2645592
40.74781,-74.00084,1.0,2.0,34.0,5007316
40.71243,-73.95655,1.0,0.0,214.0,11134688
40.80305,-73.94163,1.0,338.0,61.0,180523383
40.77141,-73.91415,1.0,0.0,54.0,3248699
40.77799,-73.95223,1.0,0.0,201.0,2490915
40.72644,-73.98403,1.0,0.0,64.0,40076332
40.75391,-73.99709,47.0,337.0,95.0,190921808
40.59486,-73.73837,1.0,47.0,71.0,173852911
40.76403,-73.98191,8.0,0.0,127.0,24831061
40.69379,-73.94539,1.0,0.0,13.0,36753915
40.72691,-73.9813,1.0,39.0,64.0,150238950
40.7293,-73.98325,2.0,0.0,64.0,21507811
40.71738,-73.94158,3.0,42.0,214.0,118226205
40.67905,-73.95422,1.0,0.0,13.0,14608821
40.725,-73.97903,1.0,0.0,64.0,263545490
40.67941,-73.9193,1.0,0.0,13.0,38753504
40.76654,-73.93508,1.0,0.0,117.0,3749848
40.72461,-73.9892,1.0,0.0,64.0,9270927
40.76361,-73.98847,2.0,0.0,95.0,501343
40.64027,-74.01774,1.0,8.0,190.0,6541721
40.83428,-73.94446,1.0,0.0,206.0,31452390
40.71115,-73.95825,1.0,0.0,214.0,19868844
40.68538,-73.94138,2.0,0.0,13.0,66286
40.73168,-73.98662,1.0,314.0,64.0,1448432
40.73551,-73.98546,1.0,65.0,86.0,28422641
40.72635,-73.97595,1.0,157.0,64.0,7846216
40.66035,-73.99794,1.0,0.0,190.0,90058061
40.76382,-73.99435,31.0,339.0,95.0,51501835
40.61842,-73.97111,1.0,0.0,128.0,14948568
40.70343,-73.94894,1.0,4.0,214.0,4858280
40.58765,-73.94881,3.0,84.0,175.0,32168079
40.69241,-73.95793,1.0,268.0,13.0,260413032
40.77705,-73.98118,1.0,6.0,202.0,186111724
40.66711,-73.97691,1.0,0.0,151.0,52535342
40.59726,-73.95951,10.0,281.0,175.0,172369331
40.73962,-73.98492,1.0,1.0,75.0,1391186
40.71518,-73.94146,1.0,359.0,214.0,229726240
40.66969,-73.77464,2.0,90.0,105.0,182954454
40.70362,-74.00721,1.0,0.0,73.0,12672143
40.68279,-73.92135,1.0,6.0,13.0,109981
40.77715,-73.98235,1.0,0.0,202.0,11243583
40.72131,-73.98508,1.0,0.0,119.0,15730200
40.77861,-73.95015,33.0,326.0,201.0,113805886
40.71582,-73.94191,3.0,78.0,214.0,118226205
40.69563,-73.93206,2.0,0.0,28.0,23667219
40.80171,-73.96623,1.0,0.0,202.0,18140569
40.71447,-73.96234,1.0,43.0,214.0,118110284
40.6971,-73.97523,25.0,305.0,80.0,230192510
40.81208,-73.94243,1.0,364.0,94.0,23588055
40.72369,-73.98998,1.0,0.0,64.0,10953390
40.68477,-73.96757,1.0,0.0,41.0,83403037
40.73727,-74.00213,1.0,365.0,209.0,3198479
40.76288,-73.96084,1.0,0.0,201.0,32443084
40.7848,-73.95687,1.0,131.0,201.0,95635119
40.72822,-74.00429,3.0,276.0,178.0,7977178
40.71151,-73.95142,1.0,0.0,214.0,6865666
40.69103,-73.9288,2.0,111.0,13.0,14577537
40.81153,-73.94528,1.0,0.0,94.0,2245740
40.70713,-73.92918,2.0,5.0,214.0,427019
40.72891,-73.95345,1.0,229.0,91.0,4654272
40.70483,-73.93426,1.0,43.0,214.0,83040886
40.78892,-73.97402,232.0,218.0,202.0,107434423
40.72381,-73.97896,3.0,129.0,64.0,2333904
40.72143,-73.85522,1.0,282.0,79.0,7212175
40.75278,-73.89114,1.0,59.0,104.0,250477669
40.72863,-74.00137,1.0,259.0,92.0,2285974
40.73069,-73.98515,1.0,99.0,64.0,32922532
40.66326,-73.98805,4.0,24.0,182.0,2768182
40.7773,-73.95652,1.0,363.0,201.0,104425922
40.70017,-73.99202,2.0,0.0,25.0,78942575
40.76752,-73.9314,1.0,3.0,4.0,4680813
40.67206,-73.9429,2.0,0.0,51.0,9123131
40.77636,-73.98937,1.0,0.0,202.0,30475154
40.74449,-73.99445,1.0,323.0,34.0,16100913
40.67557,-73.85145,1.0,0.0,150.0,137270801
40.72994,-73.99455,1.0,0.0,92.0,68729548
40.76464,-73.99361,1.0,228.0,95.0,2925596
40.71368,-73.94478,1.0,0.0,214.0,1661965
40.70406,-73.92578,1.0,3.0,28.0,7535013
40.7307,-73.98299,5.0,305.0,64.0,219738858
40.72509,-73.89687,2.0,157.0,123.0,8934751
40.82823,-73.93925,1.0,119.0,94.0,8124038
40.74531,-73.99454,1.0,270.0,34.0,268920555
40.69258,-73.92528,3.0,280.0,28.0,3709510
40.69201,-73.94104,1.0,0.0,13.0,13078961
40.66069,-73.94732,1.0,20.0,159.0,4564774
40.67285,-73.95133,1.0,66.0,51.0,82576590
40.73235,-73.98823,49.0,364.0,64.0,2856748
40.67293,-73.79554,7.0,365.0,181.0,8814258
40.78406,-73.98431,1.0,0.0,202.0,5775272
40.69207,-73.97407,1.0,128.0,80.0,3175065
40.7487,-73.97862,3.0,294.0,137.0,55527442
40.67988,-73.89201,3.0,67.0,52.0,189075482
40.71877,-74.0026,1.0,11.0,197.0,12268556
40.71127,-73.84278,3.0,364.0,79.0,1609077
40.70734,-74.00837,1.0,310.0,73.0,5330754
40.76298,-73.99438,1.0,216.0,95.0,40823628
40.76398,-73.99087,1.0,9.0,95.0,129263359
40.75544,-73.99511,47.0,348.0,95.0,190921808
40.74789,-73.91428,1.0,213.0,189.0,3617473
40.6322,-74.07789,1.0,73.0,187.0,26178075
40.70642,-73.92739,1.0,0.0,214.0,17026738
40.71104,-73.90303,1.0,104.0,166.0,34356520
40.80729,-73.95238,3.0,281.0,94.0,13792543
40.6846,-73.98454,1.0,0.0,19.0,1174963
40.63481,-74.09591,1.0,326.0,194.0,18382740
40.78304,-73.91783,1.0,299.0,54.0,100656374
40.76483,-73.94073,6.0,356.0,117.0,139879568
40.70789,-73.83333,3.0,364.0,109.0,31376201
40.7446,-73.98399,1.0,0.0,127.0,47895481
40.68863,-73.97691,2.0,0.0,80.0,67778
40.76621,-73.92274,2.0,357.0,4.0,95886123
40.75678,-73.99357,1.0,12.0,95.0,6319849
40.69369,-73.92292,4.0,325.0,28.0,119155499
40.75669,-73.96411,1.0,0.0,127.0,40503855
40.74829,-73.98715,5.0,287.0,127.0,260193759
40.66586,-73.97948,1.0,1.0,182.0,1892681
40.82943,-73.9469,1.0,65.0,94.0,141547523
40.80644,-73.8518,1.0,47.0,39.0,67048974
40.69808,-73.93174,1.0,0.0,28.0,24094081
40.74913,-73.99513,20.0,360.0,34.0,252604696
40.69496,-73.9243,2.0,365.0,28.0,44755507
40.79826,-73.96113,1.0,333.0,202.0,11528
40.78414,-73.9783,1.0,0.0,202.0,14317804
40.71145,-73.95302,1.0,0.0,214.0,111837
40.72764,-73.95557,1.0,0.0,91.0,11279303
40.75335,-73.99525,1.0,2.0,95.0,4316973
40.78576,-73.94211,1.0,0.0,61.0,70651602
40.77771,-73.98244,232.0,156.0,202.0,107434423
40.80593,-73.9583,1.0,202.0,130.0,30037999
40.6775,-73.9634,1.0,90.0,51.0,228581927
40.65776,-73.96174,1.0,35.0,159.0,3398280
40.766,-73.98945,2.0,176.0,95.0,122265852
40.78351,-73.94709,1.0,0.0,201.0,16485294
40.66459,-73.98553,1.0,1.0,182.0,10713617
40.68541,-73.96188,1.0,13.0,41.0,5402500
40.66302,-73.86082,1.0,94.0,63.0,267033835
40.72713,-73.84946,1.0,0.0,79.0,10930874
40.7363,-73.86316,2.0,337.0,50.0,265288059
40.78829,-73.97053,1.0,0.0,202.0,20464791
40.72342,-73.98871,1.0,0.0,64.0,1237358
40.71629,-73.99066,1.0,0.0,35.0,7112420
40.72641,-73.94657,3.0,342.0,91.0,3842134
40.75925,-73.98767,9.0,299.0,191.0,244361589
40.6504,-73.95011,2.0,0.0,60.0,101498908
40.68772,-73.94094,2.0,0.0,13.0,5064699
40.79226,-73.97299,15.0,317.0,202.0,23772724
40.86259,-73.92728,8.0,282.0,103.0,224317184
40.78987,-73.9482,1.0,19.0,61.0,17888644
40.76292,-73.99551,1.0,0.0,95.0,21297782
40.67966,-74.00641,1.0,45.0,162.0,6354758
40.83325,-73.94444,2.0,52.0,206.0,10257350
40.7215,-73.99183,9.0,200.0,119.0,158969505
40.74706,-73.98689,17.0,234.0,127.0,177174475
40.71409,-73.99575,1.0,68.0,35.0,211034625
40.75353,-73.87688,1.0,125.0,104.0,121378704
40.71577,-73.94084,1.0,0.0,214.0,2438262
40.69499,-73.90994,1.0,250.0,28.0,156237907
40.71697,-73.98605,1.0,65.0,119.0,174760879
40.72504,-73.98327,4.0,94.0,64.0,160356
40.71534,-73.99918,1.0,14.0,35.0,2909294
40.75499,-73.78902,1.0,299.0,77.0,54548626
40.83711,-73.94438,1.0,5.0,206.0,20618692
40.74645,-73.9853,1.0,0.0,127.0,2905589
40.70992,-73.94698,3.0,365.0,214.0,258243498
40.82485,-73.93774,1.0,0.0,94.0,58405281
40.72658,-73.98803,1.0,67.0,64.0,228321090
40.73291,-73.9196,3.0,145.0,189.0,172837223
40.65842,-73.96044,2.0,89.0,159.0,158200817
40.7226,-73.97591,1.0,144.0,64.0,162436632
40.70691,-74.00682,327.0,342.0,73.0,219517861
40.71209,-73.9634,1.0,9.0,214.0,37880566
40.77835,-73.94756,1.0,0.0,201.0,75872359
40.76584,-73.98422,49.0,348.0,95.0,2856748
40.66214,-73.99511,5.0,133.0,190.0,199147185
40.76385,-73.98669,1.0,317.0,95.0,50541121
40.74506,-73.99935,2.0,0.0,34.0,224489730
40.75283,-73.92504,1.0,356.0,117.0,141716782
40.7221,-73.98304,1.0,0.0,64.0,2690800
40.72126,-73.84542,1.0,0.0,79.0,49453860
40.71253,-73.99586,1.0,0.0,198.0,48035228
40.71812,-73.96404,1.0,6.0,214.0,11612418
